symbol,name
RVNL.NS,Rail Vikas Nigam Limited
RVTH.NS,Revathi Equipment India Limited
S&SPOWER.NS,S&S Power Switchgears Limited
SAATVIKGL.NS,Saatvik Green Energy Limited
SABEVENTS.NS,Sab Events & Governance Now Media Limited
SABTNL.NS,Sri Adhikari Brothers Television Network Limited
SADBHAV.NS,Sadbhav Engineering Limited
SADBHIN.NS,Sadbhav Infrastructure Project Limited
SADHNANIQ.NS,Sadhana Nitrochem Limited
SAFARI.NS,Safari Industries (India) Limited
SAGARDEEP.NS,Sagardeep Alloys Limited
SAGCEM.NS,Sagar Cements Limited
SAGILITY.NS,Sagility Limited
SAHYADRI.NS,Sahyadri Industries Limited
SAIL.NS,Steel Authority Of India Limited
SAILIFE.NS,Sai Life Sciences Limited
SAKAR.NS,Sakar Healthcare Limited
SAKHTISUG.NS,Sakthi Sugars Limited
SAKSOFT.NS,Saksoft Limited
SAKUMA.NS,Sakuma Exports Limited
SALASAR.NS,Salasar Techno Engineering Limited
SALONA.NS,Salona Cotspin Limited
SALSTEEL.NS,S.A.L. Steel Limited
SALZERELEC.NS,Salzer Electronics Limited
SAMBHAAV.NS,Sambhaav Media Limited
SAMBHV.NS,Sambhv Steel Tubes Limited
SAMHI.NS,Samhi Hotels Limited
SAMMAANCAP.NS,Sammaan Capital Limited
SAMPANN.NS,Sampann Utpadan India Limited
SANATHAN.NS,Sanathan Textiles Limited
SANCO.NS,Sanco Industries Limited
SANDESH.NS,The Sandesh Limited
SANDHAR.NS,Sandhar Technologies Limited
SANDUMA.NS,Sandur Manganese & Iron Ores Limited
SANGAMIND.NS,Sangam (India) Limited
SANGHIIND.NS,Sanghi Industries Limited
SANGHVIMOV.NS,Sanghvi Movers Limited
SANGINITA.NS,Sanginita Chemicals Limited
SANOFI.NS,Sanofi India Limited
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited
SANSERA.NS,Sansera Engineering Limited
SANSTAR.NS,Sanstar Limited
SANWARIA.NS,Sanwaria Consumer Limited
SAPPHIRE.NS,Sapphire Foods India Limited
SARDAEN.NS,Sarda Energy & Minerals Limited
SAREGAMA.NS,Saregama India Limited
SARLAPOLY.NS,Sarla Performance Fibers Limited
SARVESHWAR.NS,Sarveshwar Foods Limited
SASKEN.NS,Sasken Technologies Limited
SASTASUNDR.NS,Sastasundar Ventures Limited
SATIA.NS,Satia Industries Limited
SATIN.NS,Satin Creditcare Network Limited
SAURASHCEM.NS,Saurashtra Cement Limited
SBC.NS,Sbc Exports Limited
SBCL.NS,Shivalik Bimetal Controls Limited
SBFC.NS,Sbfc Finance Limited
SBGLP.NS,Suratwwala Business Group Limited
SBICARD.NS,Sbi Cards And Payment Services Limited
SBILIFE.NS,Sbi Life Insurance Company Limited
SBIN.NS,State Bank Of India
SCHAEFFLER.NS,Schaeffler India Limited
SCHAND.NS,S Chand And Company Limited
SCHNEIDER.NS,Schneider Electric Infrastructure Limited
SCI.NS,Shipping Corporation Of India Limited
SCILAL.NS,Shipping Corporation Of India Land And Assets Limited
SCODATUBES.NS,Scoda Tubes Limited
SCPL.NS,Sheetal Cool Products Limited
SDBL.NS,Som Distilleries & Breweries Limited
SEAMECLTD.NS,Seamec Limited
SECMARK.NS,Secmark Consultancy Limited
SECURKLOUD.NS,Securekloud Technologies Limited
SEJALLTD.NS,Sejal Glass Limited
SELMC.NS,Sel Manufacturing Company Limited
SEMAC.NS,Semac Construction Limited
SENCO.NS,Senco Gold Limited
SENORES.NS,Senores Pharmaceuticals Limited
SEPC.NS,Sepc Limited
SERVOTECH.NS,Servotech Renewable Power System Limited
SESHAPAPER.NS,Seshasayee Paper And Boards Limited
SETCO.NS,Setco Automotive Limited
SETL.NS,Standard Engineering Technology Limited
SETUINFRA.NS,Setubandhan Infrastructure Limited
SEYAIND.NS,Seya Industries Limited
SFL.NS,Sheela Foam Limited
SGFIN.NS,Sg Finserve Limited
SGIL.NS,Synergy Green Industries Limited
SGL.NS,Stl Global Limited
SGMART.NS,Sg Mart Limited
SHADOWFAX.NS,Shadowfax Technologies Limited
SHAH.NS,Shah Metacorp Limited
SHAHALLOYS.NS,Shah Alloys Limited
SHAILY.NS,Shaily Engineering Plastics Limited
SHAKTIPUMP.NS,Shakti Pumps (India) Limited
SHALBY.NS,Shalby Limited
SHALPAINTS.NS,Shalimar Paints Limited
SHANKARA.NS,Shankara Building Products Limited
SHANTI.NS,Shanti Overseas (India) Limited
SHANTIGEAR.NS,Shanthi Gears Limited
SHANTIGOLD.NS,Shanti Gold International Limited
SHARDACROP.NS,Sharda Cropchem Limited
SHARDAMOTR.NS,Sharda Motor Industries Limited
SHAREINDIA.NS,Share India Securities Limited
SHEKHAWATI.NS,Shekhawati Industries Limited
SHEMAROO.NS,Shemaroo Entertainment Limited
SHILCTECH.NS,Shilchar Technologies Limited
SHILPAMED.NS,Shilpa Medicare Limited
SHIVALIK.NS,Shivalik Rasayan Limited
SHIVAMAUTO.NS,Shivam Autotech Limited
SHIVAMILLS.NS,Shiva Mills Limited
SHIVATEX.NS,Shiva Texyarn Limited
SHIVAUM.NS,Shiv Aum Steels Limited
SHK.NS,S H Kelkar And Company Limited
SHOPERSTOP.NS,Shoppers Stop Limited
SHRADHA.NS,Shradha Infraprojects Limited
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd
SHREECEM.NS,Shree Cement Limited
SHREEJISPG.NS,Shreeji Shipping Global Limited
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA.NS,Shree Rama Multi-Tech Limited
SHRENIK.NS,Shrenik Limited
SHREYANIND.NS,Shreyans Industries Limited
SHRINGARMS.NS,Shringar House Of Mangalsutra Limited
SHRIPISTON.NS,Shriram Pistons & Rings Limited
SHRIRAMFIN.NS,Shriram Finance Limited
SHRIRAMPPS.NS,Shriram Properties Limited
SHYAMCENT.NS,Shyam Century Ferrous Limited
SHYAMMETL.NS,Shyam Metalics And Energy Limited
SHYAMTEL.NS,Shyam Telecom Limited
SICALLOG.NS,Sical Logistics Limited
SIEMENS.NS,Siemens Limited
SIGACHI.NS,Sigachi Industries Limited
SIGIND.NS,Signet Industries Limited
SIGMA.NS,Sigma Solve Limited
SIGMAADV.NS,Sigma Advanced Systems Limited
SIGNATURE.NS,Signatureglobal (India) Limited
SIGNPOST.NS,Signpost India Limited
SIKKO.NS,Sikko Industries Limited
SIL.NS,Standard Industries Limited
SILGO.NS,Silgo Retail Limited
SILGO-RE1.NS,Silgo Retail Ltd-Re
SILINV.NS,Sil Investments Limited
SILLYMONKS.NS,Silly Monks Entertainment Limited
SILVERTUC.NS,Silver Touch Technologies Limited
SIMBHALS.NS,Simbhaoli Sugars Limited
SIMPLEXINF.NS,Simplex Infrastructures Limited
SINCLAIR.NS,Sinclairs Hotels Limited
SINDHUTRAD.NS,Sindhu Trade Links Limited
SINTERCOM.NS,Sintercom India Limited
SIRCA.NS,Sirca Paints India Limited
SIS.NS,Sis Limited
SITINET.NS,Siti Networks Limited
SIYSIL.NS,Siyaram Silk Mills Limited
SJS.NS,S.J.S. Enterprises Limited
SJVN.NS,Sjvn Limited
SKFINDIA.NS,Skf India Limited
SKFINDUS.NS,Skf India (Industrial) Limited
SKIL.NS,Skil Infrastructure Limited
SKIPPER.NS,Skipper Limited
SKMEGGPROD.NS,Skm Egg Products Export (India) Limited
SKYGOLD.NS,Sky Gold And Diamonds Limited
SMARTLINK.NS,Smartlink Holdings Limited
SMARTWORKS.NS,Smartworks Coworking Spaces Limited
SMCGLOBAL.NS,Smc Global Securities Limited
SMLMAH.NS,Sml Mahindra Limited
SMLT.NS,Sarthak Metals Limited
SMSPHARMA.NS,Sms Pharmaceuticals Limited
SNOWMAN.NS,Snowman Logistics Limited
SOBHA.NS,Sobha Limited
SOFTTECH.NS,Softtech Engineers Limited
SOLARA.NS,Solara Active Pharma Sciences Limited
SOLARINDS.NS,Solar Industries India Limited
SOLARWORLD.NS,Solarworld Energy Solutions Limited
SOLEX.NS,Solex Energy Limited
SOMANYCERA.NS,Somany Ceramics Limited
SOMATEX.NS,Soma Textiles & Industries Limited
SOMICONVEY.NS,Somi Conveyor Beltings Limited
SONACOMS.NS,Sona Blw Precision Forgings Limited
SONAMLTD.NS,Sonam Limited
SONATSOFTW.NS,Sonata Software Limited
SOTL.NS,Savita Oil Technologies Limited
SOUTHBANK.NS,The South Indian Bank Limited
SOUTHWEST.NS,South West Pinnacle Exploration Limited
SPAL.NS,S. P. Apparels Limited
SPANDANA.NS,Spandana Sphoorty Financial Limited
SPARC.NS,Sun Pharma Advanced Research Company Limited
SPCENET.NS,Spacenet Enterprises India Limited
SPECIALITY.NS,Speciality Restaurants Limited
SPECTRUM.NS,Spectrum Electrical Industries Limited
SPENCERS.NS,Spencer'S Retail Limited
SPIC.NS,Southern Petrochemicals Industries Corporation  Limited
SPLIL.NS,Spl Industries Limited
SPLPETRO.NS,Supreme Petrochem Limited
SPMLINFRA.NS,Spml Infra Limited
SPORTKING.NS,Sportking India Limited
SRD.NS,Shankar Lal Rampal Dye-Chem Limited
SREEL.NS,Sreeleathers Limited
SRF.NS,Srf Limited
SRGHFL.NS,Srg Housing Finance Limited
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited
SRM.NS,Srm Contractors Limited
SSDL.NS,Saraswati Saree Depot Limited
SSWL.NS,Steel Strips Wheels Limited
STALLION.NS,Stallion India Fluorochemicals Limited
STANLEY.NS,Stanley Lifestyles Limited
STAR.NS,Strides Pharma Science Limited
STARCEMENT.NS,Star Cement Limited
STARHEALTH.NS,Star Health And Allied Insurance Company Limited
STARPAPER.NS,Star Paper Mills Limited
STARTECK.NS,Starteck Finance Limited
STCINDIA.NS,The State Trading Corporation Of India Limited
STEELCAS.NS,Steelcast Limited
STEELCITY.NS,Steel City Securities Limited
STEELXIND.NS,Steel Exchange India Limited
STEL.NS,Stel Holdings Limited
STERTOOLS.NS,Sterling Tools Limited
STLNETWORK.NS,Stl Networks Limited
STLTECH.NS,Sterlite Technologies Limited
STOVEKRAFT.NS,Stove Kraft Limited
STUDDS.NS,Studds Accessories Limited
STYL.NS,Seshaasai Technologies Limited
STYLAMIND.NS,Stylam Industries Limited
STYLEBAAZA.NS,Baazar Style Retail Limited
STYRENIX.NS,Styrenix Performance Materials Limited
SUBEXLTD.NS,Subex Limited
SUBROS.NS,Subros Limited
SUDARCOLOR.NS,Sudarshan Colorants India Limited
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited
SUDEEPPHRM.NS,Sudeep Pharma Limited
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited
SULA.NS,Sula Vineyards Limited
SUMEETINDS.NS,Sumeet Industries Limited
SUMICHEM.NS,Sumitomo Chemical India Limited
SUMIT.NS,Sumit Woods Limited
SUMMITSEC.NS,Summit Securities Limited
SUNCLAY.NS,Sundaram Clayton Limited
SUNDARAM.NS,Sundaram Multi Pap Limited
SUNDARMFIN.NS,Sundaram Finance Limited
SUNDRMBRAK.NS,Sundaram Brake Linings Limited
SUNDRMFAST.NS,Sundram Fasteners Limited
SUNDROP.NS,Sundrop Brands Limited
SUNFLAG.NS,Sunflag Iron And Steel Company Limited
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
SUNTECK.NS,Sunteck Realty Limited
SUNTV.NS,Sun Tv Network Limited
SUPERHOUSE.NS,Superhouse Limited
SUPERSPIN.NS,Super Spinning Mills Limited
SUPRAJIT.NS,Suprajit Engineering Limited
SUPREME.NS,Supreme Holdings & Hospitality (India) Limited
SUPREMEENG.NS,Supreme Engineering Limited
SUPREMEIND.NS,Supreme Industries Limited
SUPREMEINF.NS,Supreme Infrastructure India Limited
SUPRIYA.NS,Supriya Lifescience Limited
SURAJEST.NS,Suraj Estate Developers Limited
SURAJLTD.NS,Suraj Limited
SURAKSHA.NS,Suraksha Diagnostic Limited
SURANASOL.NS,Surana Solar Limited
SURANAT&P.NS,Surana Telecom And Power Limited
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited
SURYAROSNI.NS,Surya Roshni Limited
SURYODAY.NS,Suryoday Small Finance Bank Limited
SUTLEJTEX.NS,Sutlej Textiles And Industries Limited
SUVEN.NS,Suven Life Sciences Limited
SUVIDHAA.NS,Suvidhaa Infoserve Limited
SUYOG.NS,Suyog Telematics Limited
SUZLON.NS,Suzlon Energy Limited
SVLL.NS,Shree Vasu Logistics Limited
SVPGLOB.NS,Svp Global Textiles Limited
SWANCORP.NS,Swan Corp Limited
SWANDEF.NS,Swan Defence And Heavy Industries Limited
SWARAJENG.NS,Swaraj Engines Limited
SWELECTES.NS,Swelect Energy Systems Limited
SWIGGY.NS,Swiggy Limited
SWSOLAR.NS,Sterling And Wilson Renewable Energy Limited
SYMPHONY.NS,Symphony Limited
SYNCOMF.NS,Syncom Formulations (India) Limited
SYNGENE.NS,Syngene International Limited
SYRMA.NS,Syrma Sgs Technology Limited
SYSTMTXC.NS,Systematix Corporate Services Limited
TAINWALCHM.NS,Tainwala Chemical And Plastic (I) Limited
TAJGVK.NS,Taj Gvk Hotels & Resorts Limited
TAKE.NS,Take Solutions Limited
TALBROAUTO.NS,Talbros Automotive Components Limited
TANLA.NS,Tanla Platforms Limited
TARACHAND.NS,Tara Chand Infralogistic Solutions Limited
TARAPUR.NS,Tarapur Transformers Limited
TARC.NS,Tarc Limited
TARIL.NS,Transformers And Rectifiers (India) Limited
TARMAT.NS,Tarmat Limited
TARSONS.NS,Tarsons Products Limited
TASTYBITE.NS,Tasty Bite Eatables Limited
TATACAP.NS,Tata Capital Limited
TATACHEM.NS,Tata Chemicals Limited
TATACOMM.NS,Tata Communications Limited
TATACONSUM.NS,Tata Consumer Products Limited
TATAELXSI.NS,Tata Elxsi Limited
TATAINVEST.NS,Tata Investment Corporation Limited
TATAPOWER.NS,Tata Power Company Limited
TATASTEEL.NS,Tata Steel Limited
TATATECH.NS,Tata Technologies Limited
TATVA.NS,Tatva Chintan Pharma Chem Limited
TBOTEK.NS,Tbo Tek Limited
TBZ.NS,Tribhovandas Bhimji Zaveri Limited
TCI.NS,Transport Corporation Of India Limited
TCIEXP.NS,Tci Express Limited
TCIFINANCE.NS,Tci Finance Limited
TCPLPACK.NS,Tcpl Packaging Limited
TCS.NS,Tata Consultancy Services Limited
TDPOWERSYS.NS,Td Power Systems Limited
TEAMGTY.NS,Team India Guaranty Limited
TEAMLEASE.NS,Teamlease Services Limited
TECHM.NS,Tech Mahindra Limited
TECHNOE.NS,Techno Electric & Engineering Company Limited
TECILCHEM.NS,Tecil Chemicals And Hydro Power Limited
TEGA.NS,Tega Industries Limited
TEJASNET.NS,Tejas Networks Limited
TEMBO.NS,Tembo Global Industries Limited
TENNIND.NS,Tenneco Clean Air India Limited
TERASOFT.NS,Tera Software Limited
TEXINFRA.NS,Texmaco Infrastructure & Holdings Limited
TEXMOPIPES.NS,Texmo Pipes And Products Limited
TEXRAIL.NS,Texmaco Rail & Engineering Limited
TFCILTD.NS,Tourism Finance Corporation Of India Limited
TFL.NS,Transwarranty Finance Limited
TGBHOTELS.NS,Tgb Banquets And Hotels Limited
THANGAMAYL.NS,Thangamayil Jewellery Limited
THEINVEST.NS,The Investment Trust Of India Limited
THEJO.NS,Thejo Engineering Limited
THELEELA.NS,Leela Palaces Hotels & Resorts Limited
THEMISMED.NS,Themis Medicare Limited
THERMAX.NS,Thermax Limited
THOMASCOOK.NS,Thomas Cook  (India)  Limited
THOMASCOTT.NS,Thomas Scott (India) Limited
THYROCARE.NS,Thyrocare Technologies Limited
TI.NS,Tilaknagar Industries Limited
TICL.NS,Twamev Construction And Infrastructure Limited
TIGERLOGS.NS,Tiger Logistics (India) Limited
TIIL.NS,Technocraft Industries (India) Limited
TIINDIA.NS,Tube Investments Of India Limited
TIJARIA.NS,Tijaria Polypipes Limited
TIL.NS,Til Limited
TIMETECHNO.NS,Time Technoplast Limited
TIMKEN.NS,Timken India Limited
TINNARUBR.NS,Tinna Rubber And Infrastructure Limited
TIPSFILMS.NS,Tips Films Limited
TIPSMUSIC.NS,Tips Music Limited
TIRUMALCHM.NS,Thirumalai Chemicals Limited
TIRUPATIFL.NS,Tirupati Forge Limited
TITAGARH.NS,Titagarh Rail Systems Limited
TITAN.NS,Titan Company Limited
TMB.NS,Tamilnad Mercantile Bank Limited
TMCV.NS,Tata Motors Limited
TMPV.NS,Tata Motors Passenger Vehicles Limited
TNPETRO.NS,Tamilnadu Petroproducts Limited
TNPL.NS,Tamil Nadu Newsprint & Papers Limited
TNTELE.NS,Tamilnadu Telecommunication Limited
TOKYOPLAST.NS,Tokyo Plast International Limited
TOLINS.NS,Tolins Tyres Limited
TORNTPHARM.NS,Torrent Pharmaceuticals Limited
TORNTPOWER.NS,Torrent Power Limited
TOTAL.NS,Total Transport Systems Limited
TOUCHWOOD.NS,Touchwood Entertainment Limited
TPHQ.NS,Teamo Productions Hq Limited
TPLPLASTEH.NS,Tpl Plastech Limited
TRACXN.NS,Tracxn Technologies Limited
TRANSRAILL.NS,Transrail Lighting Limited
TRANSWORLD.NS,Transworld Shipping Lines Limited
TRAVELFOOD.NS,Travel Food Services Limited
TREEHOUSE.NS,Tree House Education & Accessories Limited
TREJHARA.NS,Trejhara Solutions Limited
TREL.NS,Transindia Real Estate Limited
TRENT.NS,Trent Limited
TRF.NS,Trf Limited
TRIDENT.NS,Trident Limited
TRIGYN.NS,Trigyn Technologies Limited
TRITURBINE.NS,Triveni Turbine Limited
TRIVENI.NS,Triveni Engineering & Industries Limited
TRU.NS,Trucap Finance Limited
TRUALT.NS,Trualt Bioenergy Limited
TSFINV.NS,Tsf Investments Limited
TTKHLTCARE.NS,Ttk Healthcare Limited
TTKPRESTIG.NS,Ttk Prestige Limited
TTL.NS,T T Limited
TTML.NS,Tata Teleservices (Maharashtra) Limited
TVSELECT.NS,Tvs Electronics Limited
TVSHLTD.NS,Tvs Holdings Limited
TVSMOTOR.NS,Tvs Motor Company Limited
TVSSCS.NS,Tvs Supply Chain Solutions Limited
TVSSRICHAK.NS,Tvs Srichakra Limited
TVTODAY.NS,Tv Today Network Limited
TVVISION.NS,Tv Vision Limited
UBL.NS,United Breweries Limited
UCAL.NS,Ucal Limited
UCOBANK.NS,Uco Bank
UDS.NS,Updater Services Limited
UEL.NS,Ujaas Energy Limited
UFBL.NS,United Foodbrands Limited
UFLEX.NS,Uflex Limited
UFO.NS,Ufo Moviez India Limited
UGARSUGAR.NS,The Ugar Sugar Works Limited
UGROCAP.NS,Ugro Capital Limited
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited
ULTRACEMCO.NS,Ultratech Cement Limited
UMAEXPORTS.NS,Uma Exports Limited
UMESLTD.NS,Usha Martin Education & Solutions Limited
UMIYA-MRO.NS,Umiya Buildcon Limited
UNICHEMLAB.NS,Unichem Laboratories Limited
UNIDT.NS,United Drilling Tools Limited
UNIECOM.NS,Unicommerce Esolutions Limited
UNIENTER.NS,Uniphos Enterprises Limited
UNIINFO.NS,Uniinfo Telecom Services Limited
UNIMECH.NS,Unimech Aerospace And Manufacturing Limited
UNIONBANK.NS,Union Bank Of India
UNIPARTS.NS,Uniparts India Limited
UNITDSPR.NS,United Spirits Limited
UNITECH.NS,Unitech Limited
UNITEDPOLY.NS,United Polyfab Gujarat Limited
UNITEDTEA.NS,The United Nilgiri Tea Estates Company Limited
UNIVAFOODS.NS,Univa Foods Limited
UNIVASTU.NS,Univastu India Limited
UNIVCABLES.NS,Universal Cables Limited
UNIVPHOTO.NS,Universus Photo Imagings Limited
UNOMINDA.NS,Uno Minda Limited
UPL.NS,Upl Limited
URAVIDEF.NS,Uravi Defence And Technology Limited
URBANCO.NS,Urban Company Limited
URJA.NS,Urja Global Limited
USHAMART.NS,Usha Martin Limited
USK.NS,Udayshivakumar Infra Limited
UTIAMC.NS,Uti Asset Management Company Limited
UTKARSHBNK.NS,Utkarsh Small Finance Bank Limited
UTLSOLAR.NS,Fujiyama Power Systems Limited
UTTAMSUGAR.NS,Uttam Sugar Mills Limited
UYFINCORP.NS,U. Y. Fincorp Limited
V2RETAIL.NS,V2 Retail Limited
VADILALIND.NS,Vadilal Industries Limited
VAIBHAVGBL.NS,Vaibhav Global Limited
VAISHALI.NS,Vaishali Pharma Limited
VAKRANGEE.NS,Vakrangee Limited
VALIANTLAB.NS,Valiant Laboratories Limited
VALIANTORG.NS,Valiant Organics Limited
VARDHACRLC.NS,Vardhman Acrylics Limited
VARDMNPOLY.NS,Vardhman Polytex Limited
VARROC.NS,Varroc Engineering Limited
VASCONEQ.NS,Vascon Engineers Limited
VASWANI.NS,Vaswani Industries Limited
VBL.NS,Varun Beverages Limited
VCL.NS,Vaxtex Cotfab Limited
VEDL.NS,Vedanta Limited
VEEDOL.NS,Veedol Corporation Limited
VENKEYS.NS,Venky'S (India) Limited
VENTIVE.NS,Ventive Hospitality Limited
VENUSPIPES.NS,Venus Pipes & Tubes Limited
VENUSREM.NS,Venus Remedies Limited
VERANDA.NS,Veranda Learning Solutions Limited
VERTOZ.NS,Vertoz Limited
VESUVIUS.NS,Vesuvius India Limited
VETO.NS,Veto Switchgears And Cables Limited
VGL.NS,Varvee Global Limited
VGUARD.NS,V-Guard Industries Limited
VHL.NS,Vardhman Holdings Limited
VHLTD.NS,Viceroy Hotels Limited
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited
VIDYAWIRES.NS,Vidya Wires Limited
VIJAYA.NS,Vijaya Diagnostic Centre Limited
VIJIFIN.NS,Viji Finance Limited
VIKASECO.NS,Vikas Ecotech Limited
VIKASLIFE.NS,Vikas Lifecare Limited
VIKRAMSOLR.NS,Vikram Solar Limited
VIKRAN.NS,Vikran Engineering Limited
VIMTALABS.NS,Vimta Labs Limited
VINATIORGA.NS,Vinati Organics Limited
VINCOFE.NS,Vintage Coffee And Beverages Limited
VINDHYATEL.NS,Vindhya Telelinks Limited
VINEETLAB.NS,Vineet Laboratories Limited
VINNY.NS,Vinny Overseas Limited
VINYLINDIA.NS,Vinyl Chemicals (India) Limited
VIPCLOTHNG.NS,Vip Clothing Limited
VIPIND.NS,Vip Industries Limited
VIPULLTD.NS,Vipul Limited
VIRINCHI.NS,Virinchi Limited
VISAKAIND.NS,Visaka Industries Limited
VISASTEEL.NS,Visa Steel Limited
VISHNU.NS,Vishnu Chemicals Limited
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited
VIVIDHA.NS,Visagar Polytex Limited
VIVIMEDLAB.NS,Vivimed Labs Limited
VIYASH.NS,Viyash Scientific Limited
VLEGOV.NS,Vl E-Governance & It Solutions Limited
VLSFINANCE.NS,Vls Finance Limited
VMART.NS,V-Mart Retail Limited
VMM.NS,Vishal Mega Mart Limited
VMSTMT.NS,Vms Tmt Limited
VOLTAMP.NS,Voltamp Transformers Limited
VOLTAS.NS,Voltas Limited
VPRPL.NS,Vishnu Prakash R Punglia Limited
VRAJ.NS,Vraj Iron And Steel Limited
VRLLOG.NS,Vrl Logistics Limited
VSSL.NS,Vardhman Special Steels Limited
VSTIND.NS,Vst Industries Limited
VSTL.NS,Vibhor Steel Tubes Limited
VSTTILLERS.NS,V.S.T Tillers Tractors Limited
VTL.NS,Vardhman Textiles Limited
WAAREEENER.NS,Waaree Energies Limited
WAAREEINDO.NS,Indosolar Limited
WAAREERTL.NS,Waaree Renewable Technologies Limited
WABAG.NS,Va Tech Wabag Limited
WAKEFIT.NS,Wakefit Innovations Limited
WALCHANNAG.NS,Walchandnagar Industries Limited
WANBURY.NS,Wanbury Limited
WCIL.NS,Western Carriers (India) Limited
WEALTH.NS,Wealth First Portfolio Managers Limited
WEBELSOLAR.NS,Websol Energy System Limited
WEIZMANIND.NS,Weizmann Limited
WEL.NS,Wonder Electricals Limited
WELCORP.NS,Welspun Corp Limited
WELENT.NS,Welspun Enterprises Limited
WELINV.NS,Welspun Investments And Commercials Limited
WELSPUNLIV.NS,Welspun Living Limited
WENDT.NS,Wendt (India) Limited
WESTLIFE.NS,Westlife Foodworld Limited
WEWIN.NS,We Win Limited
WEWORK.NS,Wework India Management Limited
WHEELS.NS,Wheels India Limited
WHIRLPOOL.NS,Whirlpool Of India Limited
WILLAMAGOR.NS,Williamson Magor & Company Limited
WINDLAS.NS,Windlas Biotech Limited
WINDMACHIN.NS,Windsor Machines Limited
WINSOME.NS,Winsome Yarns Limited
WIPL.NS,The Western India Plywoods Limited
WIPRO.NS,Wipro Limited
WOCKPHARMA.NS,Wockhardt Limited
WONDERLA.NS,Wonderla Holidays Limited
WORTHPERI.NS,Worth Peripherals Limited
WSI.NS,W S Industries (I) Limited
WSTCSTPAPR.NS,West Coast Paper Mills Limited
XCHANGING.NS,Xchanging Solutions Limited
XELPMOC.NS,Xelpmoc Design And Tech Limited
XPROINDIA.NS,Xpro India Limited
XTGLOBAL.NS,Xtglobal Infotech Limited
YASHO.NS,Yasho Industries Limited
YATHARTH.NS,Yatharth Hospital & Trauma Care Services Limited
YATRA.NS,Yatra Online Limited
YESBANK.NS,Yes Bank Limited
YUKEN.NS,Yuken India Limited
ZAGGLE.NS,Zaggle Prepaid Ocean Services Limited
ZEEL.NS,Zee Entertainment Enterprises Limited
ZEELEARN.NS,Zee Learn Limited
ZEEMEDIA.NS,Zee Media Corporation Limited
ZENITHEXPO.NS,Zenith Exports Limited
ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited
ZENSARTECH.NS,Zensar Technologies Limited
ZENTEC.NS,Zen Technologies Limited
ZFCVINDIA.NS,Zf Commercial Vehicle Control Systems India Limited
ZIMLAB.NS,Zim Laboratories Limited
ZODIAC.NS,Zodiac Energy Limited
ZODIACLOTH.NS,Zodiac Clothing Company Limited
ZOTA.NS,Zota Health Care Limited
ZUARI.NS,Zuari Agro Chemicals Limited
ZUARIIND.NS,Zuari Industries Limited
ZYDUSLIFE.NS,Zydus Lifesciences Limited
ZYDUSWELL.NS,Zydus Wellness Limited
